,CPII
1989-06-30,2.391595487510073
1989-07-31,2.3858279742765274
1989-08-31,2.381998394863564
1989-09-30,2.3743760000000003
1989-10-31,2.363033439490446
1989-11-30,2.3574027005559968
1989-12-31,2.353663758921491
1990-01-31,2.329646781789639
1990-02-28,2.3187265625
1990-03-31,2.3061149961149967
1990-04-30,2.302536850271528
1990-05-31,2.2971904024767804
1990-06-30,2.2848113933795227
1990-07-31,2.2760506134969325
1990-08-31,2.2552963525835867
1990-09-30,2.236601356443105
1990-10-31,2.2231985018726594
1990-11-30,2.2182137518684604
1990-12-31,2.2182137518684604
1991-01-31,2.205029717682021
1991-02-28,2.2017581602373886
1991-03-31,2.1984962962962964
1991-04-30,2.195244082840237
1991-05-31,2.1887684365781714
1991-06-30,2.1823308823529413
1991-07-31,2.179126284875184
1991-08-31,2.1727452415812594
1991-09-30,2.1632434402332366
1991-10-31,2.16009461426492
1991-11-30,2.1538243831640056
1991-12-31,2.1522625090645398
1992-01-31,2.1491455467052862
1992-02-29,2.1413924963924966
1992-03-31,2.1306317300789663
1992-04-30,2.1275770609319
1992-05-31,2.124531138153186
1992-06-30,2.116954350927247
1992-07-31,2.1124341637010677
1992-08-31,2.1064371894960967
1992-09-30,2.100474168435952
1992-10-31,2.093067700987306
1992-11-30,2.090119718309859
1992-12-31,2.091592670894997
1993-01-31,2.08132538569425
1993-02-28,2.0740531097134873
1993-03-31,2.06683147632312
1993-04-30,2.0610902777777778
1993-05-31,2.0582316227461863
1993-06-30,2.055380886426593
1993-07-31,2.055380886426593
1993-08-31,2.0497030386740334
1993-09-30,2.045465196416265
1993-10-31,2.0370418668496915
1993-11-30,2.035644718792867
1993-12-31,2.035644718792867
1994-01-31,2.030075239398085
1994-02-28,2.0231561008861627
1994-03-31,2.016283967391305
1994-04-30,2.013548168249661
1994-05-31,2.0121830508474576
1994-06-30,2.0053851351351355
1994-07-31,1.999979784366577
1994-08-31,1.9919261744966446
1994-09-30,1.9865930388219546
1994-10-31,1.9852642140468229
1994-11-30,1.982611890447562
1994-12-31,1.982611890447562
1995-01-31,1.9746972721224219
1995-02-28,1.9668455931080187
1995-03-31,1.9603500660501982
1995-04-30,1.9538973008558262
1995-05-31,1.9500459921156377
1995-06-30,1.946209836065574
1995-07-31,1.946209836065574
1995-08-31,1.9411183780248529
1995-09-30,1.9373172323759795
1995-10-31,1.9310149642160055
1995-11-30,1.932272135416667
1995-12-31,1.9335309446254074
1996-01-31,1.9222603626943007
1996-02-29,1.9160555196901228
1996-03-31,1.906210661528581
1996-04-30,1.898893154190659
1996-05-31,1.895255427841635
1996-06-30,1.8940459476707086
1996-07-31,1.890426751592357
1996-08-31,1.8868213604577242
1996-09-30,1.8808428390367553
1996-10-31,1.8749020846494
1996-11-30,1.8713556116015135
1996-12-31,1.8713556116015135
1997-01-31,1.8654745443117537
1997-02-28,1.8596303258145366
1997-03-31,1.8549812500000002
1997-04-30,1.8526654182272162
1997-05-31,1.8538226108682077
1997-06-30,1.8515096693699313
1997-07-31,1.8492024922118382
1997-08-31,1.8457524875621891
1997-09-30,1.8411724565756826
1997-10-31,1.8366150990099013
1997-11-30,1.8377523219814242
1997-12-31,1.8400309981401117
1998-01-31,1.8366150990099013
1998-02-28,1.8332118591723288
1998-03-31,1.8298212083847105
1998-04-30,1.826443076923077
1998-05-31,1.8230773955773956
1998-06-30,1.8208404907975462
1998-07-31,1.8186090686274512
1998-08-31,1.8163831089351286
1998-09-30,1.8141625916870419
1998-10-31,1.809737804878049
1998-11-30,1.809737804878049
1998-12-31,1.8108419768151314
1999-01-31,1.8064333536214243
1999-02-28,1.8042370820668694
1999-03-31,1.7987696969696971
1999-04-30,1.785782190132371
1999-05-31,1.785782190132371
1999-06-30,1.785782190132371
1999-07-31,1.780425914817037
1999-08-31,1.7761639736684622
1999-09-30,1.767701012507445
1999-10-31,1.764548156956005
1999-11-30,1.7634997029114676
1999-12-31,1.7634997029114676
2000-01-31,1.7582760663507109
2000-02-29,1.7479210836277974
2000-03-31,1.7336273364485983
2000-04-30,1.7326152948044367
2000-05-31,1.730594752186589
2000-06-30,1.721560324825986
2000-07-31,1.7175752314814816
2000-08-31,1.7175752314814816
2000-09-30,1.7086758779504896
2000-10-31,1.7057298850574714
2000-11-30,1.704750143595635
2000-12-31,1.7057298850574714
2001-01-31,1.6950142775556827
2001-02-28,1.688265073947668
2001-03-31,1.6844324631101024
2001-04-30,1.6777671000565293
2001-05-31,1.6702138435565563
2001-06-30,1.6673988764044945
2001-07-31,1.6720957746478875
2001-08-31,1.6720957746478875
2001-09-30,1.6645933819405496
2001-10-31,1.6702138435565563
2001-11-30,1.6730383314543407
2001-12-31,1.6796661007357105
2002-01-31,1.6758723884810844
2002-02-28,1.6692744656917886
2002-03-31,1.6599384787472036
2002-04-30,1.650706340378198
2002-05-31,1.650706340378198
2002-06-30,1.6497887715397443
2002-07-31,1.647956690727374
2002-08-31,1.642484781405645
2002-09-30,1.6397624309392267
2002-10-31,1.6370490899062329
2002-11-30,1.6370490899062329
2002-12-31,1.640668877833057
2003-01-31,1.6334452394056138
2003-02-28,1.620955761878755
2003-03-31,1.6112757871878396
2003-04-30,1.6147823721436345
2003-05-31,1.6174223433242507
2003-06-30,1.6156614044638
2003-07-31,1.613904295812942
2003-08-31,1.6077843986998919
2003-09-30,1.602575593952484
2003-10-31,1.6043081081081083
2003-11-30,1.6086558265582658
2003-12-31,1.6104015192620726
2004-01-31,1.602575593952484
2004-02-29,1.5939688506981742
2004-03-31,1.5837620064034152
2004-04-30,1.5787074468085107
2004-05-31,1.5695240613432049
2004-06-30,1.564559831312599
2004-07-31,1.567038014783527
2004-08-31,1.5662110817941954
2004-09-30,1.5629120589784098
2004-10-31,1.5547249869041384
2004-11-30,1.553910994764398
2004-12-31,1.5596269048870206
2005-01-31,1.556355532249607
2005-02-28,1.547429614181439
2005-03-31,1.5354216244180032
2005-04-30,1.5251644398766702
2005-05-31,1.5267335390946504
2005-06-30,1.525948586118252
2005-07-31,1.5189201637666325
2005-08-31,1.5111863543788189
2005-09-30,1.4929426559356138
2005-10-31,1.4899447791164662
2005-11-30,1.5020091093117411
2005-12-31,1.508114837398374
2006-01-31,1.4967070095814423
2006-02-28,1.493694011071968
2006-03-31,1.4854704704704704
2006-04-30,1.472937965260546
2006-05-31,1.4656641975308644
2006-06-30,1.4627747658945294
2006-07-31,1.4584619164619166
2006-08-31,1.4556007846983816
2006-09-30,1.4627747658945294
2006-10-31,1.4707482656095143
2006-11-30,1.472937965260546
2006-12-31,1.4707482656095143
2007-01-31,1.4662724290569917
2007-02-28,1.4584690833861593
2007-03-31,1.4453085433791735
2007-04-30,1.4359801824990566
2007-05-31,1.427258606677599
2007-06-30,1.4244979649823377
2007-07-31,1.4248604169967212
2007-08-31,1.4274782725799238
2007-09-30,1.4235550865748958
2007-10-31,1.420516330359536
2007-11-30,1.4121288247524708
2007-12-31,1.4130768058808967
2008-01-31,1.4060877392457836
2008-02-29,1.4020161271274914
2008-03-31,1.3899675920722343
2008-04-30,1.3815885636081797
2008-05-31,1.3700515159348574
2008-06-30,1.3563832461211527
2008-07-31,1.3492980669564112
2008-08-31,1.354705458130597
2008-09-30,1.356581635684674
2008-10-31,1.3704247528546958
2008-11-30,1.3971848887842768
2008-12-31,1.411786251117834
2009-01-31,1.4056681964355913
2009-02-28,1.3987124928720551
2009-03-31,1.3953194270106108
2009-04-30,1.3918448696304633
2009-05-31,1.3878357399371541
2009-06-30,1.3760159115038504
2009-07-31,1.3782011692539158
2009-08-31,1.3751169880556355
2009-09-30,1.3742574165736752
2009-10-31,1.3729351411112192
2009-11-30,1.3719641288771784
2009-12-31,1.3743846926820684
2010-01-31,1.3697037662619354
2010-02-28,1.3693625110154517
2010-03-31,1.3637625154504645
2010-04-30,1.3613979239389202
2010-05-31,1.3603433893426469
2010-06-30,1.3616727456242976
2010-07-31,1.3613854346799017
2010-08-31,1.359508409982044
2010-09-30,1.3587179944973198
2010-10-31,1.3570282244605896
2010-11-30,1.3564576354071929
2010-12-31,1.3541306420779364
2011-01-31,1.3477111836638318
2011-02-28,1.3410977411673273
2011-03-31,1.3281468852224265
2011-04-30,1.3196490978453221
2011-05-31,1.3134702873024022
2011-06-30,1.3148784788367993
2011-07-31,1.3137144678251786
2011-08-31,1.31010174579002
2011-09-30,1.3081154220786377
2011-10-31,1.3108192261318519
2011-11-30,1.3119259161030812
2011-12-31,1.3151698039632742
2012-01-31,1.3094081574129224
2012-02-29,1.3036681410681579
2012-03-31,1.293841982283602
2012-04-30,1.289945020318578
2012-05-31,1.2914605225942608
2012-06-30,1.2933570974123882
2012-07-31,1.295468433549829
2012-08-31,1.2882988466830745
2012-09-30,1.2825757215641704
2012-10-31,1.2830747415883832
2012-11-30,1.2891830024194144
2012-12-31,1.2926642305564873
2013-01-31,1.2888527010595798
2013-02-28,1.2783827089237874
2013-03-31,1.275049082152999
2013-04-30,1.2763760530853951
2013-05-31,1.2741076219708516
2013-06-30,1.271057455118542
2013-07-31,1.2705568588503229
2013-08-31,1.2690303022528937
2013-09-30,1.2675561287897879
2013-10-31,1.2708288731127917
2013-11-30,1.273429756853121
2013-12-31,1.2735390411458536
2014-01-31,1.2688187212503634
2014-02-28,1.2641440320979977
2014-03-31,1.2560549825851803
2014-04-30,1.2519276844165486
2014-05-31,1.2475704077343421
2014-06-30,1.2452515911942035
2014-07-31,1.2457376705141658
2014-08-31,1.2478221751341172
2014-09-30,1.2468838092517363
2014-10-31,1.2500242173581602
2014-11-30,1.2568102612311616
2014-12-31,1.2639771391581351
2015-01-31,1.269953403192887
2015-02-28,1.2644617888395635
2015-03-31,1.2569805902955715
2015-04-30,1.2544304920984453
2015-05-31,1.2480687958621561
2015-06-30,1.243712233592303
2015-07-31,1.2436288518105711
2015-08-31,1.245392671914601
2015-09-30,1.2473344680493392
2015-10-31,1.2478956264348002
2015-11-30,1.2505351063471197
2015-12-31,1.25482295740408
2016-01-31,1.2527520302554493
2016-02-29,1.251721767442253
2016-03-31,1.2463549627937447
2016-04-30,1.2404737922185398
2016-05-31,1.2354753173014084
2016-06-30,1.2314308474885693
2016-07-31,1.233426700134648
2016-08-31,1.232294923375227
2016-09-30,1.22933959607005
2016-10-31,1.2278088272404222
2016-11-30,1.2297216110841798
2016-12-31,1.2293192286026708
2017-01-31,1.2221965993930135
2017-02-28,1.2183634848503508
2017-03-31,1.2173740058490328
2017-04-30,1.2137745170208243
2017-05-31,1.2127379634131892
2017-06-30,1.2116388724459595
2017-07-31,1.2124753866642701
2017-08-31,1.208855526456201
2017-09-30,1.2024884632058312
2017-10-31,1.2032489672143776
2017-11-30,1.203219699273115
2017-12-31,1.2039274066622319
2018-01-31,1.1974042530873414
2018-02-28,1.1919989075910375
2018-03-31,1.1893097285557435
2018-04-30,1.1846008317833852
2018-05-31,1.1796945800276644
2018-06-30,1.1778172856751685
2018-07-31,1.1777378316389293
2018-08-31,1.1770839117019507
2018-09-30,1.175717698136976
2018-10-31,1.1736441465488268
2018-11-30,1.1775883001769576
2018-12-31,1.1813615249589027
2019-01-31,1.1791134312229852
2019-02-28,1.174150235781878
2019-03-31,1.1675635911597864
2019-04-30,1.1614139026719053
2019-05-31,1.158946784749231
2019-06-30,1.158716029717775
2019-07-31,1.1567831126666692
2019-08-31,1.1568417277964438
2019-09-30,1.1559361112950277
2019-10-31,1.1532994489908528
2019-11-30,1.1539182296040558
2019-12-31,1.1549689851891634
2020-01-31,1.1505052893542298
2020-02-29,1.147360811510836
2020-03-31,1.149863432965926
2020-04-30,1.1576042653936012
2020-05-31,1.1575816906791891
2020-06-30,1.151281822519269
2020-07-31,1.1454876669715672
2020-08-31,1.141887056687109
2020-09-30,1.1402989088673738
2020-10-31,1.139825952040801
2020-11-30,1.1405223860522848
2020-12-31,1.1394496187719314
2021-01-31,1.1346231774357565
2021-02-28,1.128445634072711
2021-03-31,1.1205087644453842
2021-04-30,1.1113744785698774
2021-05-31,1.1025353368376085
2021-06-30,1.09238634356045
2021-07-31,1.0871565513932082
2021-08-31,1.0849152127266812
2021-09-30,1.081976595822245
2021-10-31,1.0730614738836326
2021-11-30,1.0678148430641705
2021-12-31,1.0645440133141082
2022-01-31,1.055661075305533
2022-02-28,1.0461059651200497
2022-03-31,1.032323028549168
2022-04-30,1.026592046598342
2022-05-31,1.0153987738456909
2022-06-30,1.001640168606633
2022-07-31,1.001758495456939
2022-08-31,1.002113643807125
2022-09-30,0.9999629390043396
2022-10-31,0.9959229829671289
2022-11-30,0.9969299085354589
2022-12-31,1.0
